"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034612","response to tumor necrosis factor","72/3774","241/18805",0.298755186721992,1.4886304415228,3.82547521968602,0.000172795934102738,0.00424468129890019,0.00343451980476649,"TNFRSF1A/GFER/PIAS3/CACTIN/COMMD7/HYAL2/GPS2/AKT1/NKIRAS2/KAT2A/PPP2CB/SMPD1/SPATA2/ACTN4/EIF5A/RPS3/PTK2B/YBX3/SPHK1/DAB2IP/GSTP1/TRAF2/SYK/INPP5K/TP53/RELA/TNFRSF25/MAPKAPK2/HYAL1/CARD14/NOL3/FOS/MAP2K7/NR1D1/LAPTM5/ZFP36L2/SHARPIN/NPNT/MIB2/MAPK3/CD40/CIB1/SPPL2B/GBP2/TRADD/PYCARD/RRAGA/CCL2/GAS6/NFATC1/ENDOG/CD14/TNFRSF14/TNFRSF1B/ZFP36/GPD1/CXCL16/KLF2/CCL3/PLVAP/TMC8/ULK1/IL18BP/SLC2A4/CX3CR1/CEBPA/TNFRSF4/UBD/TNFRSF17/TNFRSF18/MYOD1/ADIPOQ",72
"GO:0006968","cellular defense response","22/3774","52/18805",0.423076923076923,2.10809791692145,4.00937395849191,0.00021163666343721,0.00492822327052298,0.00398759747388051,"PTK2B/RELA/LGALS3BP/TCIRG1/ITK/FCMR/TYROBP/CX3CR1/NCR1/SH2D1A/LSP1/CCR5/SPN/PRF1/CXCL9/NCF1/KIR3DL2/TRAT1/GNLY/KIR2DL4/ADORA2A/HLA-G",22
"GO:0046902","regulation of mitochondrial membrane permeability","24/3774","59/18805",0.406779661016949,2.02689229608472,3.95848247863057,0.000229683138726863,0.00523176429449117,0.0042332031118463,"NAIF1/BCL2L11/HIP1R/BAD/BAK1/MUL1/BCL2L2/SLC25A5/CNP/RHOT2/TP53/HK2/PPIF/NOL3/TMEM102/BOK/GSK3A/SIVA1/SLC25A6/BAX/SLC9A1/FZD9/CAMK2A/ALKBH7",24
"GO:0051338","regulation of transferase activity","124/3774","463/18805",0.267818574514039,1.33448020501762,3.65148653470088,0.00025202569895985,0.00555876400804401,0.00449778999440948,"TFAP4/TAF7/CALM3/CALM1/QARS1/DVL2/SPINDOC/HYAL2/PCNA/HGS/AKT1/RALB/PRKRIP1/MAP4K2/MAD2L2/STK11/PINK1/UNC119/TAB1/TSC2/ERP29/PIH1D1/DBNDD2/TARBP2/RPS3/PTK2B/PNKP/EPHA1/MVP/MAP2K2/LIMK1/DAB2IP/HEXIM2/GSTP1/TRAF2/ACTB/CCNK/ZGPAT/INPP5K/SRC/FZR1/TESK1/PHPT1/JTB/DUSP7/FGR/JMJD8/LCP2/XRCC1/ZFYVE28/CSF1R/CARD14/PTK6/KSR1/PPP1R3F/TRAF4/EMP2/HRAS/CDKN1A/CDK5R1/MAP2K7/MEN1/MAP3K10/CDKN2C/RGCC/BANF1/THY1/RIPK3/CAMK1/CIB1/ERBB2/TREM2/RASGRP1/RGS14/PDGFB/PRKCD/GSK3A/GPRC5B/PKMYT1/PYCARD/FGF1/MAP3K11/GAS6/PLAAT4/IL34/PIM1/AKT1S1/APOE/ADRA2C/EFNA1/PIK3R6/MAP2K3/ZFP36/WARS1/SRCIN1/MAPRE3/CCR7/CD200/CD300A/SLAMF8/SYNPO2/SERTAD1/CDKN2D/LILRB4/PABPN1/LAT/CD4/SFN/MIDN/S100A12/HLA-DRB1/ADRA2B/AGTR1/CDKN2A/ADRA2A/DRD4/CD74/PTPRT/HSPB1/MT3/LEP/SLC8A2/MAGEC2/ADIPOQ",124
"GO:0043922","negative regulation by host of viral transcription","9/3774","14/18805",0.642857142857143,3.2032137179196,4.1321666694806,0.00039028733146822,0.00771217616503764,0.00624019093813542,"TFAP4/HDAC1/BRD4/TARDBP/INPP5K/JUN/CCL3/POU2F3/CCL4",9
"GO:0008360","regulation of cell shape","45/3774","139/18805",0.323741007194245,1.61312921046311,3.63551472706296,0.000412973564614912,0.00803374661101804,0.00650038481079046,"RAC1/ARAP1/DIAPH1/GNA12/PTK2B/PLXNB1/PLXNB2/F11R/PLXND1/MARK2/PLXNB3/FBLIM1/FMNL1/DAPK3/FGR/ALDOA/CSF1R/CFAP410/ANXA1/CDC42EP1/BAIAP2/FES/HCK/CDC42EP4/FGD3/PALM/ATP10A/RHOG/SEMA4D/RAC3/CCL2/PLEKHO1/PRAG1/ITGA7/CCL3/PALM3/CORO1A/SEMA4A/ITGB2/LST1/CCL13/CCL11/HPN/DMTN/MYH14",45
"GO:0030574","collagen catabolic process","19/3774","45/18805",0.422222222222222,2.1038391332509,3.71473432015918,0.000579413940450579,0.0103995671145628,0.00841465276208577,"PEPD/ADAM15/RETREG2/MMP19/FURIN/CTSS/MMP17/CTSB/VSIR/MMP15/CST3/MMP25/MMP3/MMP11/MMP12/MMP23B/TMPRSS6/MMP24/KLK6",19
"GO:0043403","skeletal muscle tissue regeneration","19/3774","45/18805",0.422222222222222,2.1038391332509,3.71473432015918,0.000579413940450579,0.0103995671145628,0.00841465276208577,"BCL9/HDGFL2/MCUB/FKRP/SELENON/KLF5/BIN3/ANXA1/WNT10B/CD9/FZD7/SPAAR/CD81/PPARD/XIRP1/HOPX/SGCA/MYOD1/MYOZ1",19
"GO:0046777","protein autophosphorylation","53/3774","173/18805",0.30635838150289,1.52651546480176,3.48607380407944,0.000609996305273128,0.010703128448826,0.00866027483382017,"EIF2AK1/CALM3/CALM1/AKT1/HTATIP2/STK11/PINK1/TYRO3/PTK2B/STK16/EPHA1/MVP/MAP2K2/ACVR1B/EPHB4/MARK2/SRC/TESK1/DAPK3/FGR/GPNMB/ATP13A2/MINK1/CSF1R/PTK6/FES/ULK3/MAP3K10/TNKS1BP1/HCK/DDR1/MAPK3/PRKX/PDGFB/MAP3K11/PIM1/PRKD2/ULK1/EPHB3/FGFR4/LTK/GRK7/WNK2/EPHB1/LCK/CAMK2A/MAPK15/MAP4K1/NTRK2/TNNI3K/MYO3A/CAMK2B/ADIPOQ",53
"GO:1902895","positive regulation of miRNA transcription","22/3774","56/18805",0.392857142857143,1.9575194942842,3.5957104755356,0.000729695673309859,0.0123535505340891,0.00999568895302125,"SMARCA4/SMAD3/MRTFA/TP53/RELA/SRF/BMP2/FOS/SMAD6/GATA2/SREBF1/KLF4/JUN/PDGFB/NGFR/NR1H2/SREBF2/TGFB1/SPI1/NOTCH3/EGR1/WT1",22
"GO:0060562","epithelial tube morphogenesis","92/3774","337/18805",0.27299703264095,1.36028330652174,3.34411565639914,0.000772180440756734,0.0128641975555856,0.010408871282877,"CSNK2B/DVL2/KDM2B/WDR83/BSG/KAT2A/PFN1/FKBPL/SIRT6/TSC2/CELSR1/MTHFR/SMAD3/IRX3/PLXNB2/LAMA5/ESRP2/IFT122/MTSS1/PLXND1/TEAD2/MMRN2/SRC/EPHA2/SKI/SRF/RARG/SOX17/PPP1CA/OVOL2/CTNNBIP1/BMP2/DEAF1/CSF1R/PML/DLL4/NOTCH1/SEMA4C/MEGF8/LZTS2/SUFU/SCRIB/DDR1/NPNT/TIE1/ACVRL1/PRKX/CCM2/ADM/WNT3A/C1orf54/SPINT2/FGF1/SPINT1/NTN1/OSR1/ST14/TACSTD2/APLNR/PERP/PRKD2/WNT4/PRKACA/ENG/CECR2/NRARP/WNT6/TGFB1/BMP7/SIX2/CXCR4/LHX2/ASB2/GRHL3/VANGL2/NDRG4/WNT1/WNT2/SOX18/FUZ/CXCL10/CCL11/MDK/RGMA/GPC3/HES5/CAV3/WNT11/HAND2/WT1/CSMD1/TCAP",92
"GO:0062012","regulation of small molecule metabolic process","94/3774","347/18805",0.270893371757925,1.34980123367986,3.29553467190963,0.000894214009644884,0.0141594404277887,0.0114568975028236,"WDR5/MLYCD/VCP/ACADVL/AKT1/KLHL25/STK11/EIF6/PINK1/SCAP/KAT2A/LPCAT3/LCMT1/PHKG2/SIRT6/AKT2/FIS1/BCKDK/AMDHD2/GIT1/SIRT2/CD320/PARK7/IGFBP4/ABCG1/SRC/TP53/TYSND1/CLN3/PPP1CA/JMJD8/BMP2/PDK2/NR1D1/SPHK2/DGKQ/NR1H3/NOS3/SREBF1/WDTC1/PLEK/C1QTNF1/ADCK2/TREM2/ADM/GSK3A/SLC7A7/DNAJC30/ZBTB7A/SIRT7/FGF1/P2RY6/NR1H2/PPARD/GPR146/APOE/WNT4/PRKACA/TREX1/SREBF2/GPD1/TSPO/FGFR4/EPHX2/RORC/GPT/CD244/ABCG4/PPP1R3G/EGR1/FMO1/UGT1A6/UGT1A9/CD74/STAR/AKR1C3/PLA2G3/GUCA1A/APOC1/FBP1/PRKAG3/TFF3/CBFA2T3/IGF2/SERPINA12/GCK/LEP/BGLAP/CES1/C1QTNF12/UGT1A7/UGT1A8/APOC2/ADIPOQ",94
"GO:0045730","respiratory burst","17/3774","40/18805",0.425,2.11768018018018,3.54572780232231,0.00101899447483382,0.0154551607514746,0.0125053100454309,"RAC1/RPS19/NCF4/CYBC1/HCK/TREM2/RAC3/GRN/NOXA1/NOXO1/SLAMF8/JCHAIN/NCF1C/NCF1B/S100A9/NCF1/CD52",17
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","39/3774","122/18805",0.319672131147541,1.59285490891084,3.29182819292788,0.00126365938726399,0.0186248527101685,0.0150700184512101,"MYO1C/AKT1/TYRO3/EPHA1/SPHK1/DAB2IP/EPHB4/RELA/EPHA2/ADGRA2/MAPKAPK2/GAS1/CSF1R/ANXA1/DLL4/NOTCH1/DDR1/TIE1/NR4A1/ERBB2/ADGRG1/SEMA6A/PRKD2/VEGFB/MAP2K3/PGF/EPHB3/FGFR4/LTK/EGR3/EPHB1/FGFR3/PTP4A3/VEGFD/RAMP2/IL12B/CADM4/NTRK2/HSPB1",39
"GO:0042373","vitamin K metabolic process","8/3774","13/18805",0.615384615384615,3.06632424279483,3.73435651355992,0.0012704007635885,0.0186802591153013,0.0151148497076319,"AIFM2/VKORC1/CBR1/CBR3/VKORC1L1/CYP4F12/CYP4F11/CYP4F3",8
"GO:0141061","disruption of cell in another organism","38/3774","119/18805",0.319327731092437,1.59113884027379,3.24143215083386,0.00147978511541684,0.0210189885781658,0.0170071973522666,"TUSC2/NINJ1/LGALS3/RPS19/ROMO1/MYD88/GBP2/TOR2A/LYZ/KRT6A/CXCL14/CXCL11/CCL22/CTSG/S100A12/CCL13/CXCL10/CCL11/CCL17/PRF1/CXCL9/PGLYRP4/PGLYRP3/CCL27/GZMH/DEFB4A/APOL1/SCNN1B/POMC/GZMA/HAMP/GZMM/GZMB/GNLY/NKG7/LCE3A/NTS/HTN3",38
"GO:0141060","disruption of anatomical structure in another organism","39/3774","123/18805",0.317073170731707,1.579904869001,3.23317907060663,0.00149778814167103,0.0211187826226763,0.0170879441971141,"CSNK2B/TUSC2/NINJ1/LGALS3/RPS19/ROMO1/MYD88/GBP2/TOR2A/LYZ/KRT6A/CXCL14/CXCL11/CCL22/CTSG/S100A12/CCL13/CXCL10/CCL11/CCL17/PRF1/CXCL9/PGLYRP4/PGLYRP3/CCL27/GZMH/DEFB4A/APOL1/SCNN1B/POMC/GZMA/HAMP/GZMM/GZMB/GNLY/NKG7/LCE3A/NTS/HTN3",39
"GO:0034616","response to laminar fluid shear stress","9/3774","16/18805",0.5625,2.80281200317965,3.61485374645849,0.00150708286824495,0.0211193894556742,0.0170884352068749,"MAP2K5/SMAD7/ACE/SMAD6/KLF4/MAPK7/SREBF2/KLF2/TGFB1",9
"GO:0002260","lymphocyte homeostasis","28/3774","81/18805",0.345679012345679,1.72244139564401,3.26496062364066,0.0016078197120066,0.0220079210345477,0.0178073771226301,"AKT1/CAMLG/BCL2L11/BAK1/PPP2R1A/TCIRG1/MIF/PACS1/RIPK3/IL2RA/SIVA1/BAX/SH2B2/TGFB1/SPNS2/GAPT/CORO1A/LAT/LGALS9/SASH3/FOXN1/LMO1/CD74/FOXP3/SIT1/TNFRSF17/TNFRSF13B/LGALS2",28
"GO:0008286","insulin receptor signaling pathway","52/3774","176/18805",0.295454545454545,1.4721840824782,3.1535886005422,0.00167811020308248,0.0225089557004468,0.0182127817600409,"BCAR1/AKT1/PIP4K2C/GRB2/TSC2/AKT2/TYRO3/EPHA1/BLVRB/SOCS3/FOXO4/EPHB4/GNAI2/INPP5K/SRC/PRKCZ/RELA/EPHA2/RPS6KB2/CSF1R/PDK2/HRAS/BAIAP2/DDR1/SREBF1/TIE1/MAPK3/PIK3R2/ERBB2/PRKCD/GSK3A/ZBTB7B/SLC2A8/RARRES2/SLC27A4/SH2B2/SOCS1/CTSD/EPHB3/FGFR4/LTK/PRKCB/EPHB1/FGFR3/FUT7/NTRK2/IGF2/SERPINA12/TRIM72/LEP/MZB1/C1QTNF12",52
"GO:0010644","cell communication by electrical coupling","14/3774","32/18805",0.4375,2.17996489136195,3.34741352373011,0.00200275366498121,0.0249905357717974,0.0202207148183781,"CALM3/CALM1/IRX3/ATP1B1/ATP1B2/ATP1A1/GJC2/PRKACA/GJB6/GJB2/CASQ2/ATP1A3/HRC/ATP1A2",14
"GO:0060561","apoptotic process involved in morphogenesis","12/3774","26/18805",0.461538461538462,2.29974318209612,3.32307484384656,0.00239912087617413,0.0287894505140895,0.0232945493421626,"TNFRSF1A/BCL2L11/BAK1/PML/NOTCH1/SCRIB/JAG2/BAX/TNFRSF1B/CRYAB/BMP7/HAND2",12
"GO:0042593","glucose homeostasis","73/3774","268/18805",0.272388059701493,1.35724893022962,2.95155405139275,0.00269518648371203,0.031091433027573,0.0251571637473556,"AKT1/SMARCA4/STK11/HK1/SIRT6/PIH1D1/BAD/GPI/SLC8B1/LRRC8A/CRY2/SMAD3/PLA2G6/PARK7/DHPS/STX4/INPP5K/WFS1/JAGN1/SRF/SLC37A4/HK2/C2CD2L/ACE/PDK2/HNF1A/SIDT2/VSNL1/NR1D1/USF2/PIM3/PIK3R2/TREM2/RPH3AL/PLSCR3/RRAGA/GPR68/GAS6/CRTC2/NGFR/PPARD/BAIAP3/ENDOG/TRPV4/TRPM4/SLC12A7/TSC22D4/PRKACA/GJB6/TGFB1/FGFR4/RAB11B/SLC2A4/FFAR2/PPP1R3G/ADCY5/HLA-DRB1/CEBPA/ADRA2A/NCF1/DBH/CAV3/POMC/UCP2/MUSTN1/CSMD1/GCK/LEP/BGLAP/GCGR/FOXA3/C1QTNF12/ADIPOQ",73
"GO:0001666","response to hypoxia","84/3774","316/18805",0.265822784810127,1.3245356301946,2.91528720161303,0.00288137205931033,0.0328759828406556,0.0266011052930289,"TBL2/ERCC2/WDR83/PINK1/SCAP/MTHFR/COMT/BAD/PTK2B/ADAM15/SMAD3/SIRT2/CIAO3/P4HB/EGLN2/FAM162A/AGTRAP/LMNA/SRC/TP53/AQP1/ALAD/TXN2/SRF/HK2/ACE/BMP2/XRCC1/HILPDA/PML/NOL3/PDLIM1/FOS/NOTCH1/RGCC/HSF1/ACVRL1/SOD3/TREM2/BBC3/ADM/SLC2A8/CD38/PPARD/ENDOG/TRPV4/CYSLTR1/VEGFB/PLEKHN1/SLC9A1/NOP53/ENG/SLC2A1/PGF/TGFB1/CRYAB/UCP3/BMP7/HSD11B2/CXCR4/NDRG1/EGLN3/SLC2A4/VEGFD/ADORA1/EGR1/NDP/CA9/RYR1/NOS2/AQP3/CLDN3/ASCL2/LTA/CBFA2T3/PENK/KCNMB1/NGB/CAV3/UCP2/MT3/LEP/MB/ADIPOQ",84
"GO:0050905","neuromuscular process","51/3774","176/18805",0.289772727272727,1.44387285012285,2.9645056074126,0.00289192018169026,0.0329363418511051,0.0266499438752892,"PNKD/CLN8/COMT/SHANK3/GSTO1/FKRP/GM2A/CLN3/ROGDI/RCSD1/FKBP1A/TPP1/XRCC1/BLOC1S4/NR4A1/DMPK/RAC3/ZNF212/NLGN2/NEFL/REM1/GAA/JPH4/TNNT1/CHRNA1/GRIN2D/ADCY5/USH1G/SCN4A/SLC6A3/ASCL1/TNNI1/MYH14/NPAS1/PENK/TNNC1/CAV3/TNNT3/GSTM2/CASQ1/DCANP1/MYH7/STAC3/CSMD1/JSRP1/ATP2A1/TIFAB/ADORA2A/SLURP1/TNNC2/TCAP",51
"GO:0048545","response to steroid hormone","89/3774","338/18805",0.263313609467456,1.31203296927279,2.90063305059613,0.0029622115954496,0.0335538760106624,0.0271496123195771,"TFAP4/TAF7/SAFB2/PCNA/SMARCA4/HDAC1/BCL2L11/ZMIZ1/PAGR1/PGRMC2/COMT/GPI/RXRB/CRY2/DAXX/CARM1/PAQR7/PARK7/ZNF764/PPP1R9B/FKRP/SRD5A1/EGLN2/SRC/DDRGK1/RELA/AQP1/ALAD/TBL1X/PER1/TYMS/ACE/PLPP1/JUNB/ANXA1/FOS/CDKN1A/NR1D1/RXRA/NR1H3/ZFP36L2/ALPL/LBH/SREBF1/NCOR2/CARD9/JUN/ADM/GSK3A/ATP1A1/ZBTB7A/HEYL/CD38/PPARD/SDC1/ABCA2/IGFBP2/WBP2/NEFL/ZFP36/GJB2/WNT7B/TSPO/TGFB1/CLDN4/UCP3/HSD11B2/MAOB/PADI2/SCNN1G/ABCA3/FOSB/IL1RN/JUND/PTGDS/AKR1C3/SCNN1D/ATP1A3/SOX10/ATP1A2/SCNN1B/UCP2/SSTR5/SRARP/BGLAP/MYOD1/ACTA1/NKX2-2/ADIPOQ",89
"GO:1905897","regulation of response to endoplasmic reticulum stress","30/3774","92/18805",0.326086956521739,1.62481855256791,3.01028942603883,0.00311775628706332,0.0346145390004282,0.028007831768344,"MANF/AKT1/BCL2L11/LPCAT3/ERP29/ATAD3A/BAK1/AKT2/UBXN1/PARK7/DAB2IP/WFS1/BAG6/DDRGK1/ATF6B/UBQLN2/NCK2/STUB1/NR1H3/BCAP31/FCGR2B/TMEM259/GRINA/BOK/BBC3/NR1H2/BAX/SYVN1/SVIP/CREB3L1",30
"GO:0071467","cellular response to pH","12/3774","27/18805",0.444444444444444,2.21456750868516,3.16454303060397,0.00353805080715579,0.0380143229091319,0.030758715602519,"KCNK1/HYAL1/ASIC1/HVCN1/GPR68/SLC9A1/MCOLN1/RAB11B/SCNN1G/PKD2L1/SCNN1D/SCNN1B",12
"GO:0050821","protein stabilization","64/3774","234/18805",0.273504273504274,1.36281077457548,2.79835360284684,0.00427195505571911,0.0435114251528854,0.0352066129110612,"CAMLG/FLOT1/PINK1/PFN1/HIP1R/PIH1D1/SWSAP1/AKT2/DVL3/USP27X/SMAD3/NCLN/GLMP/BAG3/PARK7/MUL1/POLR2E/UBE2B/WFS1/BAG6/PFDN2/STXBP1/SMAD7/TP53/PDRG1/TNIP2/TBL1X/SOX17/RASSF1/WIZ/WDR81/PML/LAMP1/STUB1/PAQR4/DNLZ/ATP1B1/ATP1B2/TMC6/WNT10B/PRKCD/PEX6/FLOT2/TELO2/GRN/PIM1/ATP1B3/USP2/SYVN1/EFNA1/TREX1/NOP53/BAG1/IFI30/CRYAB/TMC8/TYROBP/PIM2/CDKN2A/CD74/TESC/HYPK/MT3/CSN3",64
"GO:0009410","response to xenobiotic stimulus","114/3774","453/18805",0.251655629139073,1.2539438542555,2.74143049433904,0.00439510724204326,0.044120115006665,0.035699125118823,"PCNA/MBD1/BLMH/SMPD1/BPHL/GUK1/GNA12/MTHFR/COMT/BAK1/DVL3/PTK2B/SRP68/TXNRD2/VKORC1/EHMT2/AIP/GSTO1/PPP1R9B/FKRP/GSTP1/SRD5A1/SMOX/UBE2B/HADH/SRC/ACAA1/TP53/RHBDD3/RELA/ALAD/CBR1/TXN2/ROGDI/TYMS/CES2/KCNQ1/ACE/TP73/E2F1/XRCC1/GSTA4/ABCC5/TP53I13/HDAC5/FOS/CDKN1A/SUFU/HSF1/SREBF1/PDE4A/SULT1A3/CARD9/ABCC1/EPHX1/ATP1A1/GAS6/CBR3/CD38/POR/COL18A1/BLOC1S3/ABCA2/AGPAT2/IGFBP2/GSTM3/ENG/CCNO/TSPO/TGFB1/KCNE2/HSD11B2/PRKCB/ADSS1/CXCR4/MAOB/AMH/LCK/RORC/CSAG3/ALDH2/ABCA3/S100A12/GSTM4/FOSB/CYP4F12/EMX1/GRIN1/CA9/FMO1/UGT1A6/CYP2W1/CYP2S1/NOS2/UGT1A9/AKR1C1/CYP2E1/SLC6A3/SMTNL1/FBP1/ALDH3A1/CYP2C18/SOX10/LTA/GSTM2/SCNN1B/GSTA1/BGLAP/UGT1A7/ADORA2A/UGT1A8/RAB6C/CYP26A1/ADIPOQ",114
"GO:0006805","xenobiotic metabolic process","38/3774","126/18805",0.301587301587302,1.50274223803636,2.8371739746502,0.00449961427674954,0.0448111015584524,0.0362582264576104,"BPHL/GUK1/VKORC1/AIP/GSTO1/GSTP1/SMOX/ACAA1/CBR1/CES2/GSTA4/ABCC5/SULT1A3/ABCC1/EPHX1/CBR3/POR/GSTM3/RORC/ALDH2/S100A12/GSTM4/CYP4F12/GRIN1/FMO1/UGT1A6/CYP2W1/CYP2S1/UGT1A9/AKR1C1/CYP2E1/ALDH3A1/CYP2C18/GSTM2/GSTA1/UGT1A7/UGT1A8/CYP26A1",38
"GO:0042060","wound healing","113/3774","450/18805",0.251111111111111,1.25123064240711,2.70292380450205,0.00489448431079293,0.0476416914927206,0.0385485555786532,"SMPD1/CHMP7/GNA12/GNAS/TYRO3/HPS6/SMAD3/VKORC1/PTPN6/F11R/MRTFA/TSKU/ACTB/SYK/CORO1B/STXBP1/B4GALT1/SRC/AQP1/CHMP1A/CHMP2A/SRF/DTNBP1/VWF/CHMP4A/ACTG1/ANXA1/CD151/HRAS/CDKN1A/ITGB5/GATA2/S100A10/BLOC1S4/DGKQ/NOS3/SERPINA1/SCRIB/F2RL2/DDR1/ACVRL1/PRRG2/PLEK/C1QTNF1/CD40/ERBB2/PDGFB/PRKCD/CD9/FZD7/WNT3A/FGF1/GAS6/PPL/NFATC1/FCER1G/CD34/CHMP4B/PPARD/APOE/KRT6A/BLOC1S3/DUOX1/ADRA2C/WNT4/THBD/VEGFB/ENG/HMOX1/TGFB1/CLDN4/CX3CL1/GPR4/EVPL/FERMT3/ARHGEF19/PROC/POU2F3/CXCR4/CTSG/GRHL3/LCK/CARMIL2/MMP12/SERPING1/CYP4F11/WAS/P2RX1/FIGNL2/JAML/ADRA2B/ADRA2A/CADM4/DMTN/ENTPD2/F12/DUOX2/CLDN3/HSPB1/PRRG3/CAV3/FGA/CD40LG/TAFA5/CLDN19/TRIM72/ALOX15/ODAM/ADORA2A/SPRR3/MYOZ1/MFSD2B/HTN3",113
"GO:0055008","cardiac muscle tissue morphogenesis","21/3774","60/18805",0.35,1.74397191308956,2.89215506774235,0.00496582184620643,0.0481515604406147,0.0389611083419977,"SMAD7/FKBP1A/BMP2/DLL4/NOTCH1/NAGLU/ZFPM1/ENG/TGFB1/MYBPC3/TNNT2/WNT2/COL11A1/ACTC1/MYL3/TNNI1/TNNC1/MYH7/MYL2/MYH6/TCAP",21
"GO:0051591","response to cAMP","29/3774","91/18805",0.318681318681319,1.58791791144732,2.81699584832089,0.00522819014350333,0.0499228400288184,0.0403943124855079,"BSG/RAPGEF1/PTK2B/CARM1/SRD5A1/INPP5K/RELA/AQP1/PER1/KCNQ1/MMP19/CRTC1/FOS/DGKQ/SREBF1/WNT10B/CRTC2/SDC1/DUOX1/THBD/GPD1/FOSB/SLC6A3/FBP1/DMTN/DUOX2/PENK/WT1/ADIPOQ",29
