GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
10424,1.35E-01,3.34E-02,0.0475,-2.1276323,-0.10109995,1834.1,PGRMC2,progesterone receptor membrane component 2
7453,1.35E-01,3.34E-02,0.098,2.1277826,0.20852218,15528.41,WARS1,tryptophanyl-tRNA synthetase 1
162239,1.35E-01,3.34E-02,0.067,2.1275392,0.14263032,830.1,ZFP1,ZFP1 zinc finger protein
7818,1.35E-01,3.34E-02,0.0418,2.1274346,0.08895301,2977.11,DAP3,death associated protein 3
2852,1.36E-01,3.35E-02,0.1908,2.1257435,0.40560333,98.28,GPER1,G protein-coupled estrogen receptor 1
54790,1.36E-01,3.36E-02,0.0648,-2.1252129,-0.13767102,1495.25,TET2,tet methylcytosine dioxygenase 2
112267877,1.36E-01,3.37E-02,0.2424,-2.1242208,-0.51481961,55.47,PPP1CB-DT,PPP1CB divergent transcript
51649,1.36E-01,3.37E-02,0.0476,2.1241978,0.10103677,2248.7,MRPS23,mitochondrial ribosomal protein S23
22916,1.36E-01,3.37E-02,0.042,-2.1236071,-0.08918101,3177.65,NCBP2,nuclear cap binding protein subunit 2
8976,1.36E-01,3.37E-02,0.0393,-2.1234693,-0.08348717,3417.59,WASL,WASP like actin nucleation promoting factor
105375784,1.36E-01,3.37E-02,0.2078,2.123896,0.44138749,81.15,LOC105375784,uncharacterized LOC105375784
158293,1.36E-01,3.37E-02,0.0434,2.1234295,0.09210578,2433.24,FAM120AOS,family with sequence similarity 120A opposite strand
339123,1.36E-01,3.37E-02,0.0568,-2.1235214,-0.12067495,1656.01,JMJD8,jumonji domain containing 8
55288,1.36E-01,3.37E-02,0.0435,-2.1233607,-0.09241725,2728.69,RHOT1,ras homolog family member T1
6415,1.36E-01,3.37E-02,0.097,2.1234433,0.20589381,359.27,SELENOW,selenoprotein W
128710,1.36E-01,3.37E-02,0.0847,-2.12358,-0.17982357,563.17,SLX4IP,SLX4 interacting protein
55565,1.36E-01,3.38E-02,0.1793,2.1226134,0.38063273,107.36,ZNF821,zinc finger protein 821
11176,1.36E-01,3.38E-02,0.0277,2.1223454,0.05883172,12827.6,BAZ2A,bromodomain adjacent to zinc finger domain 2A
81573,1.37E-01,3.39E-02,0.0499,-2.1216309,-0.10579055,1992.27,ANKRD13C,ankyrin repeat domain 13C
10745,1.37E-01,3.39E-02,0.0751,2.1206783,0.15920184,662.8,PHTF1,putative homeodomain transcription factor 1
88745,1.37E-01,3.40E-02,0.053,2.1204715,0.11232846,1706.71,RRP36,ribosomal RNA processing 36
55719,1.37E-01,3.40E-02,0.0416,2.1203361,0.08824344,2448.59,SLF2,SMC5-SMC6 complex localization factor 2
54681,1.37E-01,3.40E-02,0.0832,-2.119777,-0.17644059,528.76,P4HTM,"prolyl 4-hydroxylase, transmembrane"
9440,1.37E-01,3.40E-02,0.0545,2.1195493,0.11556545,1282.25,MED17,mediator complex subunit 17
83538,1.37E-01,3.41E-02,0.3239,2.1194052,0.68656631,32.18,ODAD4,outer dynein arm docking complex subunit 4
64386,1.37E-01,3.41E-02,0.288,2.1183921,0.61011853,43.86,MMP25,matrix metallopeptidase 25
22906,1.38E-01,3.42E-02,0.0532,-2.1178478,-0.11266542,1482.84,TRAK1,trafficking kinesin protein 1
5872,1.38E-01,3.42E-02,0.0502,2.1174518,0.10628735,1844.04,RAB13,"RAB13, member RAS oncogene family"
221061,1.38E-01,3.42E-02,0.0649,-2.1174442,-0.13733026,912.23,FAM171A1,family with sequence similarity 171 member A1
9627,1.38E-01,3.42E-02,0.1595,-2.1173063,-0.33778144,131.29,SNCAIP,synuclein alpha interacting protein
7564,1.38E-01,3.43E-02,0.1095,-2.116563,-0.23168378,293.48,ZNF16,zinc finger protein 16
54552,1.38E-01,3.43E-02,0.0425,2.1160601,0.08983203,6577.64,GNL3L,G protein nucleolar 3 like
163732,1.38E-01,3.44E-02,0.0878,2.1155479,0.18571273,587.39,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
23164,1.38E-01,3.44E-02,0.0339,2.1153087,0.0716511,11592.19,MPRIP,myosin phosphatase Rho interacting protein
150094,1.38E-01,3.45E-02,0.0777,2.1145643,0.1643632,585.66,SIK1,salt inducible kinase 1
6443,1.39E-01,3.45E-02,0.0449,2.113928,0.09485932,2084.16,SGCB,sarcoglycan beta
84705,1.39E-01,3.45E-02,0.0746,2.1138011,0.15775779,745.35,GTPBP3,"GTP binding protein 3, mitochondrial"
79814,1.39E-01,3.46E-02,0.0805,2.1134862,0.17011741,578.12,AGMAT,agmatinase
10781,1.39E-01,3.46E-02,0.0754,-2.1132904,-0.15933436,654.25,ZNF266,zinc finger protein 266
9777,1.39E-01,3.46E-02,0.0329,2.1133081,0.06949086,5037.79,TM9SF4,transmembrane 9 superfamily member 4
57684,1.39E-01,3.46E-02,0.0752,-2.1127079,-0.15896044,614.77,ZBTB26,zinc finger and BTB domain containing 26
9811,1.39E-01,3.47E-02,0.1072,2.1123245,0.22642979,301.88,CTIF,cap binding complex dependent translation initiation factor
196743,1.39E-01,3.47E-02,0.1812,2.1119787,0.38269275,115.93,PAOX,polyamine oxidase
9859,1.39E-01,3.47E-02,0.0382,2.1115686,0.08063689,3191.21,CEP170,centrosomal protein 170
83543,1.39E-01,3.47E-02,0.0712,2.1115784,0.15025071,806.55,AIF1L,allograft inflammatory factor 1 like
10411,1.39E-01,3.48E-02,0.1383,-2.110726,-0.29194157,201.92,RAPGEF3,Rap guanine nucleotide exchange factor 3
84969,1.39E-01,3.48E-02,0.2944,2.1102667,0.62119387,38.07,TOX2,TOX high mobility group box family member 2
7371,1.40E-01,3.49E-02,0.0473,-2.1095425,-0.09973007,2453.97,UCK2,uridine-cytidine kinase 2
83743,1.40E-01,3.49E-02,0.0481,2.1095182,0.10146401,1710.95,GRWD1,glutamate rich WD repeat containing 1
170850,1.40E-01,3.49E-02,0.3959,2.1090821,0.83503215,21.87,KCNG3,potassium voltage-gated channel modifier subfamily G member 3
6628,1.40E-01,3.49E-02,0.0351,-2.1090509,-0.07402429,6885.03,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1
105373581,1.40E-01,3.50E-02,0.1626,-2.1081258,-0.34273757,121.78,LOC105373581,uncharacterized LOC105373581
84946,1.40E-01,3.50E-02,0.0553,2.1077852,0.11659569,1340.38,LTV1,LTV1 ribosome biogenesis factor
347902,1.40E-01,3.51E-02,0.1168,2.1076858,0.24610553,246.45,AMIGO2,adhesion molecule with Ig like domain 2
102724135,1.40E-01,3.51E-02,0.0952,-2.1075866,-0.20072648,397.82,LOC102724135,uncharacterized LOC102724135
100529207,1.40E-01,3.51E-02,0.0786,-2.1067652,-0.16549164,586.73,RAD51L3-RFFL,RAD51L3-RFFL readthrough
56271,1.40E-01,3.51E-02,0.3344,2.1067679,0.70459433,41.04,BEX4,brain expressed X-linked 4
22901,1.40E-01,3.52E-02,0.2631,2.1065435,0.55415154,50.43,ARSG,arylsulfatase G
116984,1.41E-01,3.52E-02,0.0519,2.105755,0.1092076,1463.36,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
54664,1.41E-01,3.53E-02,0.0551,-2.1053333,-0.11605992,1853.04,TMEM106B,transmembrane protein 106B
63935,1.41E-01,3.53E-02,0.0529,-2.1054094,-0.11127945,1348.85,PCIF1,phosphorylated CTD interacting factor 1
10098,1.41E-01,3.54E-02,0.1497,-2.1042983,-0.31510162,215.07,TSPAN5,tetraspanin 5
11240,1.41E-01,3.54E-02,0.1833,2.1038427,0.38566915,109.75,PADI2,peptidyl arginine deiminase 2
9828,1.41E-01,3.54E-02,0.0612,2.1037042,0.12866844,1207.46,ARHGEF17,Rho guanine nucleotide exchange factor 17
9538,1.41E-01,3.55E-02,0.0332,2.1027929,0.06980954,5408.85,EI24,EI24 autophagy associated transmembrane protein
80336,1.41E-01,3.55E-02,0.0802,2.102817,0.16861472,794.42,PABPC1L,poly(A) binding protein cytoplasmic 1 like
10059,1.42E-01,3.55E-02,0.0286,-2.1023331,-0.06012686,8993.63,DNM1L,dynamin 1 like
105374809,1.42E-01,3.56E-02,0.1032,2.101978,0.2168804,315.81,LOC105374809,uncharacterized LOC105374809
10046,1.42E-01,3.56E-02,0.1646,-2.1010736,-0.34576063,127.47,MAMLD1,mastermind like domain containing 1
4775,1.42E-01,3.57E-02,0.0498,-2.100567,-0.10457309,1909.98,NFATC3,nuclear factor of activated T cells 3
10979,1.42E-01,3.57E-02,0.0346,2.0998439,0.07273262,4631.73,FERMT2,FERM domain containing kindlin 2
79774,1.42E-01,3.58E-02,0.0459,-2.0994253,-0.09629764,1993.71,GRTP1,growth hormone regulated TBC protein 1
644815,1.42E-01,3.58E-02,0.0614,2.0993934,0.12883551,1468.09,FAM83G,family with sequence similarity 83 member G
4302,1.42E-01,3.58E-02,0.0383,-2.0995218,-0.08035849,3278.76,MLLT6,"MLLT6, PHD finger containing"
105376220,1.42E-01,3.58E-02,0.1488,2.0988355,0.31237084,161.1,LINC02977,long intergenic non-protein coding RNA 2977
284613,1.42E-01,3.59E-02,0.0552,-2.0985072,-0.11579943,1401.32,CYB561D1,cytochrome b561 family member D1
55023,1.42E-01,3.59E-02,0.0315,-2.0984963,-0.06608192,10016.17,PHIP,pleckstrin homology domain interacting protein
147138,1.42E-01,3.58E-02,0.1903,2.098654,0.39937922,92.27,TMC8,transmembrane channel like 8
101929056,1.43E-01,3.59E-02,0.1498,2.098304,0.31426175,153.91,IRX4-AS1,IRX4 antisense RNA 1
26779,1.43E-01,3.59E-02,0.7321,2.0980627,1.53597417,30.42,SNORA69,"small nucleolar RNA, H/ACA box 69"
55711,1.43E-01,3.60E-02,0.0804,2.0971273,0.16862117,548.78,FAR2,fatty acyl-CoA reductase 2
23221,1.43E-01,3.60E-02,0.05,2.0966577,0.10480846,1882.99,RHOBTB2,Rho related BTB domain containing 2
439949,1.43E-01,3.60E-02,0.2616,-2.096436,-0.54849068,55.45,PRKCQ-AS1,PRKCQ antisense RNA 1
126432,1.43E-01,3.60E-02,0.2941,2.0965202,0.61657808,40.49,RINL,Ras and Rab interactor like
51663,1.43E-01,3.61E-02,0.0301,2.0963377,0.06317192,10997.4,ZFR,zinc finger RNA binding protein
151050,1.44E-01,3.62E-02,0.0866,-2.0947826,-0.18136801,453.77,KANSL1L,KAT8 regulatory NSL complex subunit 1 like
9512,1.44E-01,3.62E-02,0.0456,-2.0945841,-0.09541043,2168.33,PMPCB,"peptidase, mitochondrial processing subunit beta"
79134,1.44E-01,3.63E-02,0.0456,2.0937519,0.09554518,1982.25,TMEM185B,transmembrane protein 185B
2295,1.44E-01,3.63E-02,0.0987,-2.0938018,-0.2067315,363.94,FOXF2,forkhead box F2
4841,1.44E-01,3.63E-02,0.0276,-2.093928,-0.05781291,13786.46,NONO,non-POU domain containing octamer binding
2876,1.44E-01,3.63E-02,0.0496,2.0935566,0.10380526,1790.89,GPX1,glutathione peroxidase 1
6515,1.44E-01,3.64E-02,0.2257,2.0926441,0.47223371,68.57,SLC2A3,solute carrier family 2 member 3
3092,1.44E-01,3.64E-02,0.048,2.0924734,0.10047069,2633.12,HIP1,huntingtin interacting protein 1
100507266,1.44E-01,3.64E-02,0.2409,2.0923185,0.50399355,59.12,STX18-AS1,STX18 antisense RNA 1 (head to head)
317781,1.44E-01,3.64E-02,0.0567,2.092229,0.11862267,1161.71,DDX51,DEAD-box helicase 51
10114,1.44E-01,3.65E-02,0.0374,-2.0918518,-0.07825019,4589.77,HIPK3,homeodomain interacting protein kinase 3
79968,1.44E-01,3.65E-02,0.0451,-2.0913136,-0.0942157,2481.85,WDR76,WD repeat domain 76
79000,1.44E-01,3.65E-02,0.0775,2.0912064,0.16210421,609.55,AUNIP,aurora kinase A and ninein interacting protein
22891,1.44E-01,3.65E-02,0.4306,2.0908362,0.90035352,19.87,ZNF365,zinc finger protein 365
84951,1.45E-01,3.66E-02,0.044,2.0905708,0.09189086,3041.02,TNS4,tensin 4
349565,1.45E-01,3.66E-02,0.187,-2.0904707,-0.39094552,99,NMNAT3,nicotinamide nucleotide adenylyltransferase 3
105369201,1.45E-01,3.66E-02,0.0656,-2.0897935,-0.13708619,982.96,GCAWKR,gastric cancer associated WDR5 and KAT2A binding lncRNA
8514,1.45E-01,3.67E-02,0.0999,2.0892991,0.20878347,354.94,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
5261,1.45E-01,3.67E-02,0.0611,2.0893113,0.1275963,971.4,PHKG2,phosphorylase kinase catalytic subunit gamma 2
283578,1.45E-01,3.67E-02,0.0338,2.0888212,0.07066282,5287.92,TMED8,transmembrane p24 trafficking protein family member 8
114609,1.45E-01,3.68E-02,0.1787,2.0881956,0.37313251,112.39,TIRAP,TIR domain containing adaptor protein
10049,1.45E-01,3.68E-02,0.0356,-2.0875464,-0.07440184,6267.65,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
23098,1.45E-01,3.68E-02,0.0739,2.0876664,0.15418378,630.01,SARM1,sterile alpha and TIR motif containing 1
57506,1.45E-01,3.68E-02,0.0345,-2.0875159,-0.07203863,4229.91,MAVS,mitochondrial antiviral signaling protein
151987,1.45E-01,3.69E-02,0.0492,2.0873339,0.10268588,2134.47,PPP4R2,protein phosphatase 4 regulatory subunit 2
727978,1.45E-01,3.69E-02,0.4452,2.0871299,0.92912254,18.78,LOC727978,
85446,1.45E-01,3.69E-02,0.162,2.0869791,0.33812478,143.3,ZFHX2,zinc finger homeobox 2
55317,1.45E-01,3.69E-02,0.096,-2.086571,-0.20035168,402.67,AP5S1,adaptor related protein complex 5 subunit sigma 1
55275,1.46E-01,3.70E-02,0.0404,2.0862907,0.08429504,2985.87,VPS53,VPS53 subunit of GARP complex
57448,1.46E-01,3.70E-02,0.0284,2.085672,0.05916358,8622.46,BIRC6,baculoviral IAP repeat containing 6
22998,1.46E-01,3.70E-02,0.1011,2.0855853,0.21082598,408.89,LIMCH1,LIM and calponin homology domains 1
25805,1.46E-01,3.70E-02,0.2638,2.0857787,0.55022644,47.01,BAMBI,BMP and activin membrane bound inhibitor
9185,1.46E-01,3.70E-02,0.0732,2.0853706,0.15266848,653.29,REPS2,RALBP1 associated Eps domain containing 2
55847,1.46E-01,3.71E-02,0.0495,-2.0848819,-0.1031685,1703.6,CISD1,CDGSH iron sulfur domain 1
4575,1.46E-01,3.71E-02,0.0667,2.0845745,0.13902948,1178.99,TRNS2,tRNA-Ser
20,1.46E-01,3.71E-02,0.0488,-2.0842791,-0.10176188,1892.69,ABCA2,ATP binding cassette subfamily A member 2
100506668,1.46E-01,3.72E-02,0.099,-2.0835947,-0.20630084,369.53,NRAV,negative regulator of antiviral response
219654,1.46E-01,3.72E-02,0.1288,2.0830554,0.26827467,205.77,ZCCHC24,zinc finger CCHC-type containing 24
284695,1.46E-01,3.73E-02,0.0437,-2.0827139,-0.09109575,3223.34,ZNF326,zinc finger protein 326
222166,1.46E-01,3.73E-02,0.1847,2.082707,0.38477902,113.77,MTURN,"maturin, neural progenitor differentiation regulator homolog"
29957,1.47E-01,3.73E-02,0.0345,-2.0819419,-0.07186955,5097.37,SLC25A24,solute carrier family 25 member 24
57761,1.47E-01,3.74E-02,0.0745,2.081838,0.15509373,793.17,TRIB3,tribbles pseudokinase 3
285382,1.47E-01,3.74E-02,0.377,2.0814511,0.78477073,23.13,C3orf70,chromosome 3 open reading frame 70
399726,1.47E-01,3.75E-02,0.1822,-2.0804536,-0.37896883,99.43,MIR1915HG,MIR1915 host gene
23595,1.47E-01,3.75E-02,0.05,2.0801576,0.10395968,1851.65,ORC3,origin recognition complex subunit 3
118924,1.47E-01,3.75E-02,0.0833,-2.0801599,-0.17335362,486.87,FRA10AC1,FRA10A associated CGG repeat 1
149603,1.47E-01,3.75E-02,0.0392,2.0798324,0.08155455,3631.27,RNF187,ring finger protein 187
6936,1.47E-01,3.75E-02,0.0369,2.079764,0.07672006,3733.92,GCFC2,GC-rich sequence DNA-binding factor 2
79829,1.47E-01,3.76E-02,0.057,2.0793296,0.1184754,1148.86,NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit"
22863,1.47E-01,3.76E-02,0.0538,2.0792709,0.11177771,1421.91,ATG14,autophagy related 14
54454,1.48E-01,3.77E-02,0.0619,-2.0782094,-0.12862278,1063.45,ATAD2B,ATPase family AAA domain containing 2B
23541,1.48E-01,3.77E-02,0.0722,2.0777765,0.15006869,705.52,SEC14L2,SEC14 like lipid binding 2
94101,1.48E-01,3.78E-02,0.047,2.0768379,0.09770892,1821.53,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1
83640,1.48E-01,3.79E-02,0.0697,2.076318,0.14480297,790.27,RAMAC,RNA guanine-7 methyltransferase activating subunit
79031,1.49E-01,3.80E-02,0.0599,2.0750395,0.12421082,1316.88,PDCL3,phosducin like 3
594,1.49E-01,3.80E-02,0.0695,-2.0750915,-0.14417908,837.73,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta
23148,1.49E-01,3.80E-02,0.4217,2.0749733,0.87507247,22.77,NACAD,NAC alpha domain containing
144455,1.49E-01,3.80E-02,0.0458,-2.0752289,-0.09495799,2514.92,E2F7,E2F transcription factor 7
10228,1.49E-01,3.81E-02,0.0426,2.0741435,0.08841557,2781.84,STX6,syntaxin 6
23731,1.49E-01,3.80E-02,0.0389,2.0743262,0.08070636,3135.71,TMEM245,transmembrane protein 245
2733,1.49E-01,3.81E-02,0.0447,-2.0741775,-0.0926928,2222.27,GLE1,GLE1 RNA export mediator
9320,1.49E-01,3.81E-02,0.0288,2.0739904,0.05972411,16190.58,TRIP12,thyroid hormone receptor interactor 12
79696,1.49E-01,3.81E-02,0.171,2.0734439,0.35448856,116.21,ZC2HC1C,zinc finger C2HC-type containing 1C
10347,1.49E-01,3.81E-02,0.0818,2.0733597,0.16969394,550.07,ABCA7,ATP binding cassette subfamily A member 7
258010,1.49E-01,3.82E-02,0.0682,-2.0722636,-0.14140255,850.87,SVIP,small VCP interacting protein
622,1.49E-01,3.83E-02,0.1104,2.072083,0.22874495,308.06,BDH1,3-hydroxybutyrate dehydrogenase 1
100129781,1.49E-01,3.83E-02,0.3623,-2.0720478,-0.75065981,24.44,MIR193BHG,MIR193b-365a host gene
64223,1.49E-01,3.83E-02,0.0533,2.071795,0.11043794,1444.88,MLST8,"MTOR associated protein, LST8 homolog"
105375382,1.50E-01,3.84E-02,0.4159,2.0706153,0.86120375,22.09,LOC105375382,uncharacterized LOC105375382
55093,1.50E-01,3.84E-02,0.056,-2.0706619,-0.11590345,1689.72,NTAQ1,N-terminal glutamine amidase 1
100131193,1.50E-01,3.84E-02,0.2638,2.0703273,0.54611401,52.65,CCDC183-AS1,CCDC183 antisense RNA 1
220963,1.50E-01,3.84E-02,0.1315,2.070803,0.2723588,207.53,SLC16A9,solute carrier family 16 member 9
64403,1.50E-01,3.84E-02,0.0655,2.0703371,0.13551908,956.99,CDH24,cadherin 24
55544,1.50E-01,3.84E-02,0.0595,2.0703556,0.12323355,1216.19,RBM38,RNA binding motif protein 38
11224,1.50E-01,3.85E-02,0.0287,-2.0698782,-0.05950306,8657.27,RPL35,ribosomal protein L35
206358,1.50E-01,3.85E-02,0.0782,-2.0694545,-0.16179032,602.53,SLC36A1,solute carrier family 36 member 1
51275,1.50E-01,3.85E-02,0.0757,-2.0692454,-0.15666418,618.19,MAPKAPK5-AS1,MAPKAPK5 antisense RNA 1
90321,1.50E-01,3.86E-02,0.0753,-2.0688576,-0.15571112,702.88,ZNF766,zinc finger protein 766
8799,1.50E-01,3.86E-02,0.0689,2.0686842,0.14252403,771.31,PEX11B,peroxisomal biogenesis factor 11 beta
283726,1.50E-01,3.86E-02,0.2347,2.068361,0.48550134,59.69,SAXO2,stabilizer of axonemal microtubules 2
7450,1.50E-01,3.86E-02,0.1011,2.0682572,0.20903538,332.82,VWF,von Willebrand factor
79797,1.50E-01,3.86E-02,0.098,2.0680433,0.20276879,374.75,ZNF408,zinc finger protein 408
57085,1.51E-01,3.87E-02,0.0745,-2.0670408,-0.15398733,785.12,AGTRAP,angiotensin II receptor associated protein
100009676,1.51E-01,3.88E-02,0.1438,2.0662488,0.29710908,163.71,ZBTB11-AS1,ZBTB11 antisense RNA 1
80709,1.51E-01,3.88E-02,0.1212,-2.0660083,-0.25030361,236.39,AKNA,AT-hook transcription factor
54955,1.51E-01,3.89E-02,0.0816,2.0654548,0.16862942,632.87,C1orf109,chromosome 1 open reading frame 109
100131187,1.51E-01,3.89E-02,0.0865,-2.0656506,-0.17873219,442.51,TSTD1,thiosulfate sulfurtransferase like domain containing 1
2297,1.51E-01,3.89E-02,0.1352,2.0654025,0.27934453,203.06,FOXD1,forkhead box D1
10467,1.51E-01,3.89E-02,0.0614,2.0655058,0.12675082,1283.48,ZNHIT1,zinc finger HIT-type containing 1
11248,1.51E-01,3.89E-02,0.3712,2.065704,0.76676636,26.12,NXPH3,neurexophilin 3
100288142,1.51E-01,3.89E-02,0.0879,2.0651838,0.18143388,443.23,NBPF20,NBPF member 20
23367,1.51E-01,3.89E-02,0.0298,-2.0650114,-0.0615703,20755.11,LARP1,"La ribonucleoprotein 1, translational regulator"
84154,1.51E-01,3.89E-02,0.0455,2.0647544,0.09388437,1965.3,RPF2,ribosome production factor 2 homolog
51182,1.51E-01,3.89E-02,0.044,2.0650069,0.09088544,2591.53,HSPA14,heat shock protein family A (Hsp70) member 14
6934,1.51E-01,3.89E-02,0.0638,-2.0648388,-0.13178823,885.56,TCF7L2,transcription factor 7 like 2
9256,1.51E-01,3.89E-02,0.1908,-2.0649205,-0.39400455,100.54,TSPOAP1,TSPO associated protein 1
54543,1.51E-01,3.90E-02,0.0475,-2.0644823,-0.09815041,1986.05,TOMM7,translocase of outer mitochondrial membrane 7
54842,1.52E-01,3.91E-02,0.0457,-2.0630289,-0.09436623,1966.01,MFSD6,major facilitator superfamily domain containing 6
201931,1.52E-01,3.91E-02,0.0581,2.0630013,0.11992147,1069.35,TMEM192,transmembrane protein 192
9910,1.52E-01,3.92E-02,0.059,-2.0625256,-0.12160983,1101.32,RABGAP1L,RAB GTPase activating protein 1 like
567,1.52E-01,3.92E-02,0.0347,2.0620459,0.07158426,15012.09,B2M,beta-2-microglobulin
5784,1.52E-01,3.92E-02,0.0437,-2.0619057,-0.09016255,3010.04,PTPN14,protein tyrosine phosphatase non-receptor type 14
10404,1.52E-01,3.92E-02,0.138,-2.0615861,-0.28443285,181.53,CPQ,carboxypeptidase Q
29099,1.52E-01,3.92E-02,0.0774,-2.0616437,-0.15954573,594.58,COMMD9,COMM domain containing 9
2145,1.52E-01,3.93E-02,0.0914,-2.0614415,-0.18832013,436.98,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit
101927795,1.52E-01,3.93E-02,0.1071,2.0607747,0.22063591,302.85,BZW1-AS1,BZW1 antisense RNA 1
8808,1.52E-01,3.93E-02,0.2806,2.0605944,0.5782161,53.88,IL1RL2,interleukin 1 receptor like 2
124944,1.52E-01,3.93E-02,0.1178,-2.0605092,-0.24268043,232.06,C17orf49,chromosome 17 open reading frame 49
9989,1.52E-01,3.94E-02,0.0373,-2.059822,-0.07691091,5073.94,PPP4R1,protein phosphatase 4 regulatory subunit 1
780,1.52E-01,3.94E-02,0.0342,-2.0596348,-0.07053094,7515.94,DDR1,discoidin domain receptor tyrosine kinase 1
4292,1.52E-01,3.95E-02,0.0549,-2.0593989,-0.11310329,1480.35,MLH1,mutL homolog 1
285220,1.53E-01,3.95E-02,0.1571,-2.0585691,-0.32343584,157.48,EPHA6,EPH receptor A6
100507437,1.53E-01,3.95E-02,0.27,2.0585932,0.55580136,45.02,MTA1-DT,MTA1 divergent transcript
6857,1.53E-01,3.96E-02,0.0701,-2.0581035,-0.14420529,826.36,SYT1,synaptotagmin 1
8089,1.53E-01,3.96E-02,0.0578,-2.0579474,-0.11904924,1254.96,YEATS4,YEATS domain containing 4
54758,1.53E-01,3.96E-02,0.0598,2.0579076,0.12299751,1060.23,KLHDC4,kelch domain containing 4
8178,1.53E-01,3.97E-02,0.0909,2.0573035,0.18698841,468.47,ELL,elongation factor for RNA polymerase II
159963,1.53E-01,3.97E-02,0.1828,-2.056485,-0.37599247,105.67,SLC5A12,solute carrier family 5 member 12
54535,1.53E-01,3.98E-02,0.0603,-2.056249,-0.12409007,1081.92,CCHCR1,coiled-coil alpha-helical rod protein 1
105373063,1.53E-01,3.98E-02,0.2551,2.0562168,0.52455144,55.17,LOC105373063,replaced by ID 112885
64897,1.53E-01,3.98E-02,0.0546,2.0559326,0.11230947,1401.91,C12orf43,chromosome 12 open reading frame 43
57217,1.54E-01,3.99E-02,0.0682,-2.0551621,-0.14017928,922.46,TTC7A,tetratricopeptide repeat domain 7A
9197,1.54E-01,3.99E-02,0.0464,-2.0545132,-0.09530956,1972.1,SLC33A1,solute carrier family 33 member 1
9793,1.54E-01,3.99E-02,0.0274,-2.0545841,-0.05620302,16088.56,CKAP5,cytoskeleton associated protein 5
107080638,1.54E-01,4.00E-02,0.0922,-2.0540768,-0.18945182,394.4,TBC1D7-LOC100130357,TBC1D7-LOC100130357 readthrough
84924,1.54E-01,4.00E-02,0.1225,-2.0539391,-0.25151706,254.11,ZNF566,zinc finger protein 566
10644,1.54E-01,4.00E-02,0.0701,2.0538006,0.14401711,839.13,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
105374433,1.54E-01,4.01E-02,0.3162,-2.0528466,-0.64908314,39.07,LOC105374433,uncharacterized LOC105374433
100506710,1.54E-01,4.01E-02,0.0458,2.0527338,0.0939634,1889.89,EBLN3P,"endogenous Bornavirus like nucleoprotein 3, pseudogene"
100302652,1.54E-01,4.02E-02,0.0846,2.0519629,0.17368109,469.59,GPR75-ASB3,GPR75-ASB3 readthrough
23528,1.54E-01,4.02E-02,0.0479,-2.051866,-0.0983847,1886.09,ZNF281,zinc finger protein 281
205251,1.55E-01,4.02E-02,0.0957,-2.0512652,-0.19639489,366.09,MTLN,mitoregulin
100506639,1.55E-01,4.02E-02,0.1564,-2.0513214,-0.32074545,143.98,LOC100506639,uncharacterized LOC100506639
814,1.55E-01,4.03E-02,0.0711,-2.0509953,-0.14578827,723.39,CAMK4,calcium/calmodulin dependent protein kinase IV
64089,1.55E-01,4.03E-02,0.078,2.0507152,0.15998236,579.34,SNX16,sorting nexin 16
147804,1.55E-01,4.03E-02,0.1008,-2.0506219,-0.20674273,333.44,TPM3P9,tropomyosin 3 pseudogene 9
10561,1.55E-01,4.03E-02,0.121,2.0502742,0.24816307,4460.04,IFI44,interferon induced protein 44
6050,1.55E-01,4.04E-02,0.0406,-2.0492803,-0.08329239,3945.73,RNH1,ribonuclease/angiogenin inhibitor 1
54989,1.55E-01,4.05E-02,0.0358,2.0489445,0.07326772,5703,ZNF770,zinc finger protein 770
253143,1.55E-01,4.05E-02,0.0317,-2.0490224,-0.06491763,6891.04,PRR14L,proline rich 14 like
100287932,1.55E-01,4.05E-02,0.04,2.0487323,0.08198809,2897.09,TIMM23,translocase of inner mitochondrial membrane 23
8942,1.55E-01,4.05E-02,0.1675,-2.048606,-0.34314228,133.01,KYNU,kynureninase
145389,1.55E-01,4.05E-02,0.0962,-2.0484281,-0.19712741,440.64,SLC38A6,solute carrier family 38 member 6
3603,1.55E-01,4.05E-02,0.1942,2.0484873,0.39786404,90.19,IL16,interleukin 16
85415,1.55E-01,4.06E-02,0.0598,2.0479964,0.12255019,1188.38,RHPN2,rhophilin Rho GTPase binding protein 2
4929,1.56E-01,4.06E-02,0.154,2.047088,0.3151538,162.36,NR4A2,nuclear receptor subfamily 4 group A member 2
79969,1.56E-01,4.06E-02,0.0898,-2.0471174,-0.18393231,443.12,ATAT1,alpha tubulin acetyltransferase 1
