#node1	node2	combined_score
RPL37	RPL23A	999
POLR3B	RPL23A	916
EFL1	RPL23A	943
EIF2S3	RPL23A	820
RPL4	RPL23A	999
RPL7	RPL23A	999
RSL24D1	RPL23A	993
WDR12	RPL23A	967
EIF5A2	RPL23A	949
IPO7	RPL23A	722
MTIF2	RPL23A	952
RPL22	RPL23A	999
GTPBP4	RPL23A	991
NSUN6	RPL23A	833
IPO5	RPL23A	892
DDX55	RPL23A	845
ROCK2	PPP1R12A	975
ROCK1	PPP1R12A	996
NF2	PPP1R12A	822
PRKG2	PPP1R12A	911
MPRIP	PPP1R12A	957
CDK1	PPP1R12A	745
PRKG1	PPP1R12A	987
B3GALT2	C1GALT1	845
HSPA9	CHCHD3	841
APOOL	CHCHD3	999
RPS26	RPSA	999
RPS3A	RPSA	999
EPRS1	RPSA	870
EEF1B2	RPSA	972
RPL38	RPSA	999
EIF2S2	RPSA	986
RPL24	RPSA	999
HBS1L	RPSA	875
MRPL19	RPSA	910
EIF5A2	RPSA	881
RPL39	RPSA	997
HNRNPR	RPSA	732
MRPL32	RPSA	910
IFRD1	RPSA	757
RPS27L	RPSA	982
MRPL13	RPSA	810
ABCE1	RPSA	968
MRPL33	RPSA	863
EIF2S1	RPSA	993
HSPA4	RPSA	716
EIF3C	RPSA	975
RPL23A	RPSA	999
RPL4	RPSA	999
EIF2S3	RPSA	990
KRR1	RPSA	939
RPS27A	RPSA	999
RPL27A	RPSA	999
MRPL3	RPSA	777
RPL7	RPSA	999
RPL21	RPSA	999
RPL18A	RPSA	999
EEF1G	RPSA	984
MRPS10	RPSA	842
EIF1AX	RPSA	979
RPL7A	RPSA	999
RPL12	RPSA	999
RIOK2	RPSA	968
HNRNPA1	RPSA	707
MRRF	RPSA	899
SYNCRIP	RPSA	784
EEF1A1	RPSA	993
MED1	RPSA	929
MTIF2	RPSA	764
RPS2	RPSA	999
RPL13A	RPSA	999
RPS23	RPSA	999
EIF3E	RPSA	973
ADAT2	RPSA	779
RPL37	RPSA	999
RPL22	RPSA	998
LTV1	RPSA	983
PA2G4	RPSA	970
RPL15	RPSA	999
DHX29	RPSA	755
HMGB1	TLR6	709
HSPA9	TLR6	907
LY96	TLR6	867
DCUN1D1	DCUN1D4	704
CUL4B	DCUN1D4	715
SYNE2	TMEM67	933
IFT88	TMEM67	704
TMEM107	TMEM67	896
TTC21B	TMEM67	702
BBS7	TMEM67	724
NPHP3	TMEM67	865
WDPCP	TMEM67	761
CPLANE1	TMEM67	729
CCP110	TMEM67	718
BBS4	TMEM67	734
BBS2	TMEM67	765
BBS5	TMEM67	741
ARL13B	TMEM67	910
OFD1	TMEM67	811
TCTN1	TMEM67	994
BBS9	TMEM67	785
AHI1	TMEM67	993
NEK10	SLC4A7	803
USH2A	SLC4A7	714
CREB1	PRKD1	769
PKD1L1	PRKD1	730
RAP1B	PRKD1	906
PRKD3	PRKD1	978
ITGB1	PRKD1	910
AKAP13	PRKD1	858
PKD2	PRKD1	830
SEC22C	SCFD1	809
SEC23IP	SCFD1	792
MIA3	SCFD1	854
COPB1	SCFD1	729
ZW10	SCFD1	892
USO1	SCFD1	970
STX17	SCFD1	724
LMAN1	SCFD1	701
RINT1	SCFD1	920
SCFD2	SCFD1	876
G2E3	SCFD1	846
NAPG	SCFD1	798
COG3	SCFD1	761
RAD51C	CHEK1	731
MAD2L1	CHEK1	927
MRE11	CHEK1	868
PTEN	CHEK1	791
FANCM	CHEK1	870
MCM4	CHEK1	978
SPC25	CHEK1	778
KIF11	CHEK1	801
CLSPN	CHEK1	999
NEK2	CHEK1	704
DBF4	CHEK1	921
BRCA2	CHEK1	963
MTOR	CHEK1	763
ORC6	CHEK1	732
MCM8	CHEK1	725
PALB2	CHEK1	701
FANCD2	CHEK1	958
BARD1	CHEK1	895
RAD52	CHEK1	833
CENPE	CHEK1	757
WRN	CHEK1	870
MDM4	CHEK1	742
RAD51AP1	CHEK1	802
MCPH1	CHEK1	784
TOPBP1	CHEK1	989
TIPIN	CHEK1	948
ATR	CHEK1	999
ORC5	CHEK1	735
PRKDC	CHEK1	928
EXO1	CHEK1	973
H3C12	CHEK1	766
PPM1D	CHEK1	775
CENPN	CHEK1	705
CDK7	CHEK1	744
BRIP1	CHEK1	933
NBN	CHEK1	869
RBBP8	CHEK1	902
AURKA	CHEK1	754
DNA2	CHEK1	891
DTL	CHEK1	931
HSP90AA1	CHEK1	891
BUB1	CHEK1	946
TP53BP1	CHEK1	992
BIRC5	CHEK1	815
XRCC5	CHEK1	879
ATM	CHEK1	998
NCAPG	CHEK1	775
XIAP	CHEK1	712
CEP55	CHEK1	871
CDKN3	CHEK1	704
RAD18	CHEK1	775
MELK	CHEK1	873
RFC3	CHEK1	858
BLM	CHEK1	932
BUB1B	CHEK1	876
CDK1	CHEK1	911
SKP2	CHEK1	777
WDHD1	CHEK1	712
FBXO5	CHEK1	779
CENPF	CHEK1	761
EFHC1	CCDC173	829
NME7	CCDC173	823
MNS1	CCDC173	838
PAICS	CHD7	946
RBBP5	CHD7	703
ANOS1	CHD7	835
H4C6	CHD7	818
PRKACB	ATP2B1	925
PRKG2	ATP2B1	908
PRKG1	ATP2B1	911
LRPPRC	NDUFS1	719
TMEM126B	NDUFS1	724
NDUFAF2	NDUFS1	992
SDHD	NDUFS1	911
DLAT	NDUFS1	773
PALB2	NDUFS1	941
INO80D	NDUFS1	781
NUBPL	NDUFS1	866
NDUFAF6	NDUFS1	849
POLA1	CDC7	748
MCM8	CDC7	881
WDHD1	CDC7	794
ORC2	CDC7	861
ORC5	CDC7	967
POLE2	CDC7	799
MCM4	CDC7	999
CDK1	CDC7	784
TIPIN	CDC7	782
BUB1	CDC7	809
DBF4	CDC7	999
CLSPN	CDC7	940
RAD18	CDC7	781
MCM9	CDC7	913
ORC6	CDC7	961
TOPBP1	CDC7	878
ATR	CDC7	992
CHEK1	CDC7	911
ORC3	CDC7	801
PRIM1	CDC7	773
POLR1A	RPS18	906
EIF1AX	RPS18	996
OTUD3	RPS18	892
RSL24D1	RPS18	770
AARS1	RPS18	729
EIF3C	RPS18	982
RPL18A	RPS18	999
RPL21	RPS18	999
UTP14A	RPS18	969
RPL23A	RPS18	999
UTP20	RPS18	976
RPL27A	RPS18	999
RPL12	RPS18	999
MRPL30	RPS18	782
WDR3	RPS18	969
IFRD1	RPS18	750
BMS1	RPS18	989
MRPL3	RPS18	996
RPL22	RPS18	999
KRR1	RPS18	984
ABCE1	RPS18	970
POLR3A	RPS18	907
RPL24	RPS18	999
RPL4	RPS18	999
UTP15	RPS18	970
MRPS10	RPS18	988
MRPS35	RPS18	941
HEATR1	RPS18	977
RPS27L	RPS18	990
WDR43	RPS18	971
RPL37	RPS18	999
EIF2S3	RPS18	986
EPRS1	RPS18	949
PA2G4	RPS18	968
EIF3E	RPS18	983
MRPL19	RPS18	999
MRPL32	RPS18	999
EIF5A2	RPS18	962
RPL7A	RPS18	999
POLR3B	RPS18	940
RPSA	RPS18	999
RPL38	RPS18	999
MRPS18C	RPS18	847
WDR75	RPS18	977
HBS1L	RPS18	911
EEF1A1	RPS18	986
RPL15	RPS18	999
MRPL13	RPS18	993
EIF2S1	RPS18	997
PARP8	RPS18	765
EEF1G	RPS18	970
RIOK2	RPS18	973
POLR2B	RPS18	940
MRPL33	RPS18	998
MTIF2	RPS18	919
RPL39	RPS18	999
EEF1B2	RPS18	980
RPS3A	RPS18	999
NOL11	RPS18	807
RPL13A	RPS18	999
EFL1	RPS18	944
DHX29	RPS18	769
LTV1	RPS18	971
MED1	RPS18	982
UTP6	RPS18	976
RPL7	RPS18	999
RPS2	RPS18	999
EIF2S2	RPS18	994
RPS26	RPS18	999
MRRF	RPS18	979
RPS27A	RPS18	999
RPS23	RPS18	999
CANX	TMX1	872
LSM3	SNRPG	999
SF3A3	SNRPG	999
BCAS2	SNRPG	992
PRPF3	SNRPG	999
DDX20	SNRPG	967
SDE2	SNRPG	814
HNRNPA1	SNRPG	788
PPWD1	SNRPG	820
LSM8	SNRPG	998
GEMIN2	SNRPG	998
TGS1	SNRPG	980
RBMX	SNRPG	729
CDC40	SNRPG	999
GEMIN5	SNRPG	955
NOP10	SNRPG	783
CWF19L2	SNRPG	930
SNRNP40	SNRPG	991
ZCRB1	SNRPG	826
CDC5L	SNRPG	999
KIN	SNRPG	804
WBP4	SNRPG	979
PRPF18	SNRPG	726
PRPF39	SNRPG	816
MAGOHB	SNRPG	992
CWC27	SNRPG	990
AQR	SNRPG	997
PRPF4B	SNRPG	834
TCERG1	SNRPG	968
CPSF2	SNRPG	806
SNRNP48	SNRPG	951
GEMIN6	SNRPG	966
RBM41	SNRPG	904
DHX15	SNRPG	991
SF3B1	SNRPG	999
SNRPA1	SNRPG	999
HNRNPR	SNRPG	715
POLR2K	SNRPG	798
CD2AP	MYO1A	907
XIAP	BIRC6	864
USP8	BIRC6	903
RNF41	BIRC6	967
KIF23	BIRC6	810
UBA6	BIRC6	737
PRKACB	KCNK2	960
MAP3K4	DIXDC1	702
DLAT	DIXDC1	791
EPC1	MORF4L2	985
ATF2	MORF4L2	744
EPC2	MORF4L2	978
ASH1L	MORF4L2	721
PALB2	MORF4L2	868
OGT	MORF4L2	757
MORF4L1	MORF4L2	987
NKTR	CLK1	788
CLK4	CLK1	959
SUMO4	SENP1	865
UBA2	SENP1	872
SUMO1	SENP1	999
RANBP2	SENP1	754
DESI1	SENP1	734
IPO5	SENP1	706
DDX21	GNL3	963
SDAD1	GNL3	976
DDX10	GNL3	779
ESF1	GNL3	809
GNL3L	GNL3	922
PAK1IP1	GNL3	774
MTREX	GNL3	790
BMS1	GNL3	849
RPL4	GNL3	878
DHX15	GNL3	856
RRP15	GNL3	749
WDR3	GNL3	857
RSL24D1	GNL3	970
RPL21	GNL3	764
RPF1	GNL3	972
GTPBP4	GNL3	992
DDX47	GNL3	812
RPL15	GNL3	815
POLR1A	GNL3	832
WDR12	GNL3	988
NVL	GNL3	758
WDR43	GNL3	925
RPL7	GNL3	868
NOC3L	GNL3	959
KRR1	GNL3	852
LTV1	GNL3	868
TWISTNB	GNL3	779
PA2G4	GNL3	963
CEBPZ	GNL3	902
NPM1	GNL3	813
RPL23A	GNL3	884
MAK16	GNL3	976
DDX18	GNL3	984
WDR75	GNL3	815
RPL38	GNL3	813
RPL37	GNL3	777
RPL27A	GNL3	772
BCCIP	GNL3	800
UTP6	GNL3	743
RPL18A	GNL3	818
RPL7A	GNL3	822
DDX55	GNL3	879
NSUN6	GNL3	928
MDM2	GNL3	979
PUM3	GNL3	912
NUP98	NSD1	937
H4C6	NSD1	918
DDX10	NSD1	765
H3-4	NSD1	706
KDM5A	NSD1	765
H3C12	NSD1	759
H3C13	NSD1	751
RBM39	IK	865
SF3B1	IK	985
MTREX	IK	817
SNRPG	IK	979
WBP4	IK	981
DHX9	IK	825
PRPF3	IK	985
LSM8	IK	980
PRPF4B	IK	858
SNRNP40	IK	879
SF3A3	IK	924
CWC27	IK	925
RBM5	IK	811
MAGOHB	IK	915
PRPF40A	IK	828
CDC40	IK	821
SNRPA1	IK	981
TCERG1	IK	839
LSM3	IK	980
TPH1	DHFR	932
MTHFD2	DHFR	742
MTR	DHFR	978
HSPD1	DHFR	755
GART	DHFR	989
MED1	CHD9	702
TUT4	TENT4B	759
PAPOLG	TENT4B	791
PAPOLB	TENT4B	787
MTREX	TENT4B	998
VPS54	COG6	833
GOLGA5	COG6	876
COG3	COG6	999
VTI1A	COG6	822
USO1	COG6	710
COG5	COG6	999
TRMT11	ALKBH8	769
PPARG	LPIN1	909
MTOR	LPIN1	944
LCLAT1	LPIN1	736
GPD2	LPIN1	825
RBL1	E2F5	998
LIN9	E2F5	858
CDK1	E2F5	718
LIN54	E2F5	860
SMAD2	E2F5	942
CDK6	E2F5	807
IL6ST	LIFR	997
IL1B	LIFR	704
CSF3	LIFR	817
OSMR	LIFR	913
PIK3CA	LIFR	915
APC	SPATA13	983
SNX14	SNX13	813
BCCIP	CDK12	737
SETD2	CDK12	720
ATM	CDK12	831
LEO1	CDK12	788
CDK7	CDK12	808
CCNT2	CDK12	942
BRCA2	CDK12	740
CDK13	CDK12	954
FANCD2	CDK12	786
AFF4	CDK12	717
CCNT1	CDK12	953
CDC73	CDK12	864
MNAT1	CDK12	773
IPO11	LRRC70	847
RPL23A	LRRC70	727
RPL12	LRRC70	776
IPO5	LRRC70	727
STRN	TNIK	743
PDE6A	BEST1	703
RPE65	BEST1	891
EYS	BEST1	745
IMPG2	BEST1	775
CRX	BEST1	790
GNB4	CHRM2	705
GNG10	CHRM2	703
GNG12	CHRM2	913
LPAR1	CHRM2	910
DOCK7	LRCH3	976
RC3H1	CNOT10	733
OBI1	CNOT10	778
CNOT1	CNOT10	999
TNRC6A	CNOT10	718
MED1	NCOA2	774
NRIP1	NCOA2	754
NCOA3	NCOA2	997
PPARG	NCOA2	998
AHR	NCOA2	705
NR3C1	NCOA2	998
NCOR1	NCOA2	900
LAMB1	LAMA2	965
UTRN	LAMA2	865
LAMA4	LAMA2	768
FKTN	LAMA2	801
ITGA10	LAMA2	767
ITGB1	LAMA2	771
ITGA1	LAMA2	849
COL12A1	LAMA2	767
ABRAXAS2	THAP5	725
CWF19L2	SNRPE	937
DHX15	SNRPE	993
SNRPA1	SNRPE	999
CPSF2	SNRPE	854
GEMIN2	SNRPE	999
DDX20	SNRPE	979
IK	SNRPE	983
TCERG1	SNRPE	817
EFL1	SNRPE	707
SF3A3	SNRPE	999
NOP10	SNRPE	810
GEMIN5	SNRPE	973
CDC5L	SNRPE	999
KIN	SNRPE	804
PRPF4B	SNRPE	872
RBMX	SNRPE	754
CWC27	SNRPE	992
MAGOHB	SNRPE	995
SNRPG	SNRPE	999
SDE2	SNRPE	814
PRPF39	SNRPE	809
ZCRB1	SNRPE	821
NAA35	SNRPE	882
GNL3L	SNRPE	743
TGS1	SNRPE	985
NVL	SNRPE	736
LSM8	SNRPE	999
AQR	SNRPE	997
SNRNP48	SNRPE	949
PRPF3	SNRPE	998
RBM41	SNRPE	902
HNRNPH1	SNRPE	741
SF3B1	SNRPE	999
HNRNPR	SNRPE	712
WBP4	SNRPE	983
SNRNP40	SNRPE	999
POLR2K	SNRPE	871
PPWD1	SNRPE	812
GEMIN6	SNRPE	989
HNRNPA1	SNRPE	838
PRPF18	SNRPE	843
BCAS2	SNRPE	995
CDC40	SNRPE	999
LSM3	SNRPE	999
FDXACB1	PNPT1	794
MRPL19	PNPT1	712
C1D	PNPT1	923
MTIF2	PNPT1	855
POLR3B	PNPT1	724
DIS3	PNPT1	985
MRPL3	PNPT1	711
SUPV3L1	PNPT1	999
ZFC3H1	PNPT1	915
MRRF	PNPT1	728
FASTKD3	PNPT1	752
POLR2B	PNPT1	733
RPL23A	PNPT1	819
MPHOSPH6	PNPT1	907
EXOSC9	PNPT1	950
POLR1A	PNPT1	719
EXOSC8	PNPT1	956
GNG12	GNA13	803
EDNRA	GNA13	942
GNG10	GNA13	758
GNB4	GNA13	874
C9orf47	GNA13	989
RGS7	GNA13	758
AVPR1A	GNA13	911
LPAR1	GNA13	962
GNGT1	GNA13	800
ARHGEF12	GNA13	999
AKAP13	GNA13	933
ZNF225	ZNF234	785
IPMK	PPIP5K1	763
MDM2	UBE2L3	723
RPS27A	UBE2L3	869
UBA6	UBE2L3	918
HACE1	UBE2L3	935
BIRC3	UBE2L3	785
RNF144A	UBE2L3	919
UBA3	UBE2L3	755
NEDD4L	UBE2L3	977
TRIP12	UBE2L3	874
SMURF2	UBE2L3	984
RUNX2	SATB2	882
SOX5	SATB2	701
EPRS1	CTPS2	779
POLR1A	CTPS2	768
NME7	CTPS2	936
CANX	ERN1	726
HSP90AA1	ERN1	864
AGO2	ERN1	759
AGO3	ERN1	738
ATF6	ERN1	976
SEL1L	ERN1	797
HSPA1B	ERN1	797
POP1	ERN1	720
DHX9	ERN1	762
EIF2S1	ERN1	894
HSPA4	ERN1	783
AGO4	ERN1	741
CFAP44	DNAH1	784
DNAH5	DNAH1	800
CFAP69	DNAH1	703
WDR63	DNAH1	888
CFAP70	DNAH1	958
DNAH7	DNAH1	911
WDR78	DNAH1	863
DNAH14	DNAH1	957
CFAP43	DNAH1	790
XPO1	RANBP1	969
IPO7	RANBP1	798
NUP98	RANBP1	739
KPNA4	RANBP1	729
CSE1L	RANBP1	786
SNRNP40	ECD	829
EAPP	ECD	817
GPAM	GK	931
VDAC2	GK	895
GPD2	GK	877
GLMN	KBTBD8	722
KLHL42	KBTBD8	903
KLHL8	KBTBD8	906
SPOPL	KBTBD8	914
TNRC6A	TNRC6B	853
AGO2	TNRC6B	998
AGO3	TNRC6B	968
AGO4	TNRC6B	935
GIGYF2	TNRC6B	749
FASTKD3	MTO1	727
NCOR1	RUNX1T1	963
TCF12	RUNX1T1	989
ZBTB16	RUNX1T1	903
PRKAR2A	RUNX1T1	938
CTH	MTRR	757
MTR	MTRR	999
SMS	MTRR	822
HBS1L	SMG1	836
USP34	SMG1	722
XRN1	SMG1	751
ATM	SMG1	705
RICTOR	SMG1	960
UPF2	SMG1	999
SUMO1	SENP6	950
UBA2	SENP6	705
SUMO4	SENP6	734
VPS35	TBC1D5	997
WASHC5	TBC1D5	736
RPL21	RPL6	999
GTPBP4	RPL6	979
MAK16	RPL6	953
RPL13A	RPL6	999
RPL37	RPL6	999
RPS18	RPL6	999
TMA16	RPL6	805
RPS3A	RPL6	999
RPL39	RPL6	999
RPL15	RPL6	999
MED1	RPL6	981
NUFIP2	RPL6	739
NOC3L	RPL6	866
RPL27A	RPL6	999
EIF2S1	RPL6	868
RPSA	RPL6	999
RPL23A	RPL6	999
RPF1	RPL6	951
DDX18	RPL6	902
RPL38	RPL6	999
RPL7	RPL6	999
RPL4	RPL6	999
PA2G4	RPL6	994
MRPL3	RPL6	808
EIF5A2	RPL6	850
NPM1	RPL6	785
EEF1A1	RPL6	994
BTF3L4	RPL6	704
GNL3	RPL6	880
RPL7A	RPL6	999
EIF2S2	RPL6	782
RPL22	RPL6	999
NSUN6	RPL6	819
RPS27L	RPL6	989
RPL12	RPL6	999
NEMF	RPL6	810
EEF1G	RPL6	987
RPL24	RPL6	999
GNL3L	RPL6	797
STT3B	RPL6	795
MRPL13	RPL6	849
MRPS10	RPL6	844
RPS2	RPL6	999
EIF2S3	RPL6	830
HBS1L	RPL6	858
ABCE1	RPL6	868
EEF1B2	RPL6	987
EPRS1	RPL6	711
WDR12	RPL6	945
RPL18A	RPL6	999
RPS26	RPL6	999
EFL1	RPL6	702
RPS27A	RPL6	999
DHX9	RPL6	958
RSL24D1	RPL6	993
RPS23	RPL6	999
IFRD1	RPL6	752
EFR3A	FAM126A	705
ATL3	CCPG1	821
RB1CC1	CCPG1	999
TUBE1	ODF2	767
NIN	ODF2	969
KIF2A	ODF2	800
SCLT1	ODF2	742
CEP83	ODF2	856
CNTRL	ODF2	983
MNS1	ODF2	720
CEP170	ODF2	896
NPHP3	CC2D2A	719
OFD1	CC2D2A	877
AHI1	CC2D2A	996
ARL13B	CC2D2A	932
CCP110	CC2D2A	813
TMEM107	CC2D2A	929
TCTN1	CC2D2A	998
TMEM67	CC2D2A	998
CPLANE1	CC2D2A	722
WDPCP	CC2D2A	761
INIP	NABP1	985
INTS6	NABP1	793
WDR35	C11orf74	841
WDR19	C11orf74	922
SLF1	SMC6	867
TOP2B	SMC6	712
SMC3	SMC6	927
BLM	SMC6	756
SUMO1	SMC6	716
ESCO1	SMC6	782
NCAPG	SMC6	741
STAG2	SMC6	766
PDS5A	SMC6	749
NIPBL	SMC6	789
NSMCE2	SMC6	999
SMC5	SMC6	999
SLF2	SMC6	955
SMC4	SMC6	831
RAD52	SMC6	759
SUMO4	SMC6	940
ZNF597	SMC6	839
STAG1	SMC6	831
SMC2	SMC6	702
RAD18	SMC6	830
FANCM	SMC6	765
NCAPH	SMC6	769
HSPB11	IFT74	998
IFT81	IFT74	999
TTC21B	IFT74	938
IFT80	IFT74	995
IFT88	IFT74	999
ARL13B	IFT74	897
WDR19	IFT74	844
BBS4	IFT74	743
WDR35	IFT74	832
PRIM1	RACGAP1	781
ASPM	RACGAP1	795
BUB1B	RACGAP1	919
MELK	RACGAP1	856
CENPF	RACGAP1	795
BUB1	RACGAP1	843
HMMR	RACGAP1	791
CEP55	RACGAP1	958
KIF20A	RACGAP1	997
SHCBP1	RACGAP1	965
KIF4A	RACGAP1	907
LIG3	RACGAP1	855
KIF15	RACGAP1	810
PLK4	RACGAP1	793
NEK2	RACGAP1	721
CENPE	RACGAP1	833
IQGAP1	RACGAP1	940
MIS18BP1	RACGAP1	849
ANLN	RACGAP1	997
ECT2	RACGAP1	999
RASA1	RACGAP1	778
KIF11	RACGAP1	978
MAD2L1	RACGAP1	870
CHEK1	RACGAP1	748
CKAP2	RACGAP1	703
NCAPG	RACGAP1	864
KIF20B	RACGAP1	954
TTK	RACGAP1	845
MKI67	RACGAP1	729
AURKA	RACGAP1	883
KIF18A	RACGAP1	787
PRC1	RACGAP1	973
DLGAP5	RACGAP1	935
BIRC5	RACGAP1	827
CGNL1	RACGAP1	840
TPX2	RACGAP1	864
KIF23	RACGAP1	999
CDK1	RACGAP1	960
KIF14	RACGAP1	868
SLC26A8	RACGAP1	950
PA2G4	RPL36A	963
DHX9	RPL36A	902
MED1	RPL36A	847
ABCE1	RPL36A	801
RPL6	RPL36A	999
RPL21	RPL36A	998
RPS23	RPL36A	999
EIF2S1	RPL36A	827
RPL7	RPL36A	991
EEF1A1	RPL36A	937
RPS27L	RPL36A	876
RPS27A	RPL36A	999
EIF5A2	RPL36A	716
RPL23A	RPL36A	998
RPS2	RPL36A	996
NEMF	RPL36A	812
RSL24D1	RPL36A	965
RPL7A	RPL36A	999
HBS1L	RPL36A	841
RPS18	RPL36A	997
EEF1B2	RPL36A	840
RPL37	RPL36A	999
MRPS10	RPL36A	864
RPL24	RPL36A	999
RPS3A	RPL36A	996
RPL39	RPL36A	999
EPRS1	RPL36A	703
RPSA	RPL36A	992
RPS26	RPL36A	999
NUFIP2	RPL36A	720
RPL18A	RPL36A	999
MRPL13	RPL36A	854
RPL13A	RPL36A	997
RPL15	RPL36A	997
GTPBP4	RPL36A	863
RPL22	RPL36A	996
TMA16	RPL36A	801
RPL12	RPL36A	997
RPL38	RPL36A	999
RPL4	RPL36A	989
RPL27A	RPL36A	998
MRPL3	RPL36A	706
WDR12	RPL36A	755
HSPA9	DNAJB14	756
HSPA1B	DNAJB14	733
HSPA4	DNAJB14	779
CCDC112	PGGT1B	720
NIPBL	NAALADL2	726
RPSA	DHX57	730
APC	TBL1XR1	903
NCOA2	TBL1XR1	759
NCOR1	TBL1XR1	999
H2BC21	TBL1XR1	802
TFPI	CLMP	789
SEC23A	TMED7	939
COPB1	TMED7	863
COPB2	TMED7	911
SEC24A	TMED7	939
SAR1A	TMED7	920
SLC36A3	LRRD1	753
NTN4	UNC5C	736
PTK2	UNC5C	909
COPB2	TSGA13	803
COPB1	TSGA13	759
PRKDC	PMS1	797
BRIP1	PMS1	750
PMS2CL	PMS1	991
MLH3	PMS1	990
MCM9	PMS1	792
ERCC1	PMS1	809
FANCD2	PMS1	709
ATM	PMS1	863
MSH3	PMS1	999
EXO1	PMS1	949
XRCC5	PMS1	832
ERCC4	PMS1	746
PALB2	PMS1	765
BRCA2	PMS1	843
GTF2B	TAF1	999
MGA	TAF1	928
POLR2B	TAF1	949
GTF2H2	TAF1	979
TBPL1	TAF1	786
TAF5	TAF1	999
TAF13	TAF1	999
TAF9	TAF1	999
H4C2	TAF1	826
TCF12	TAF1	700
GTF2H1	TAF1	912
H3C13	TAF1	901
H4C11	TAF1	826
H4C6	TAF1	998
H4C3	TAF1	826
RNF2	TAF1	911
RBBP5	TAF1	928
TAF2	TAF1	999
GTF2A2	TAF1	986
MED1	TAF1	876
MED21	TAF1	810
MED23	TAF1	860
TAF1B	TAF1	708
MNAT1	TAF1	908
POLR2K	TAF1	899
CDK7	TAF1	925
H3C14	TAF1	827
GTF2F2	TAF1	951
KIF5B	SYBU	966
BSN	SYBU	843
STXBP5	SYBU	873
ARSK	ARSG	823
KCNU1	KCNMB2	921
PRKG2	KCNMB2	900
PRKACB	KCNMB2	900
PRKG1	KCNMB2	904
TNFSF15	CCDC122	779
ALCAM	CNTN6	806
GPD2	IMPA1	804
PIGL	IMPA1	767
MTM1	IMPA1	917
H2AC20	HDAC9	799
SIRT1	HDAC9	819
H2BC21	HDAC9	808
H2BC13	HDAC9	724
NCOR1	HDAC9	972
H2BC5	HDAC9	732
H3C13	HDAC9	735
H2BC12	HDAC9	725
H2BC4	HDAC9	732
FGF7	GDNF	751
FGF5	GDNF	755
FGF2	GDNF	864
CREB1	GDNF	726
IGF1	GDNF	775
USP9X	OTUD4	757
OTUD3	OTUD4	735
STIMATE	CRACR2A	701
CD2AP	SYNJ1	789
DNAJC13	SYNJ1	742
PIK3CA	SYNJ1	704
PIP5K1A	SYNJ1	934
EPS15	SYNJ1	943
PIP4K2A	SYNJ1	940
SYNJ2	SYNJ1	925
PACSIN2	SYNJ1	814
PTEN	SYNJ1	930
ITSN1	SYNJ1	961
VPS35	SYNJ1	746
PAXBP1	SYNJ1	750
AP1G1	SYNJ1	794
DNAJC6	SYNJ1	913
PIK3C2A	SYNJ1	923
PI4K2B	SYNJ1	792
SH3KBP1	SYNJ1	702
USH2A	VEZT	905
RPS2	VEZT	717
RPS18	VEZT	798
MED1	VEZT	782
RPL23A	VEZT	855
RPL7	VEZT	726
MRPL3	VEZT	705
GTPBP4	VEZT	734
CEP135	POC5	757
SASS6	POC5	782
CCP110	POC5	717
FAM161A	POC5	940
CENPJ	POC5	740
CEP120	POC5	754
SPICE1	POC5	718
POC1B	POC5	965
TAF1B	TAF1D	999
TWISTNB	TAF1D	716
RRN3	TAF1D	792
TAF1A	TAF1D	999
POLR1A	TAF1D	704
RPL36A	DOCK4	845
RPS27A	DOCK4	974
MAK16	DOCK4	809
NOP10	DOCK4	748
RPS27L	DOCK4	869
RAP1B	DOCK4	923
RPL21	DOCK4	978
RPL24	DOCK4	979
RPL15	DOCK4	975
RPL23A	DOCK4	978
NOC3L	DOCK4	857
GTPBP4	DOCK4	791
RPL39	DOCK4	908
RPF1	DOCK4	868
RPS18	DOCK4	976
RPL13A	DOCK4	932
MED1	DOCK4	922
RPL18A	DOCK4	973
RPL7	DOCK4	836
RPL37	DOCK4	890
RSL24D1	DOCK4	901
WDR12	DOCK4	818
EEF1G	DOCK4	935
RPL38	DOCK4	970
RPS2	DOCK4	977
EIF5A2	DOCK4	701
MRPS10	DOCK4	779
RPL4	DOCK4	977
RPL27A	DOCK4	971
RPL12	DOCK4	739
RPS26	DOCK4	973
RPSA	DOCK4	925
RPL6	DOCK4	978
RPL22	DOCK4	878
KRR1	DOCK4	717
RPS3A	DOCK4	978
RPS23	DOCK4	976
PA2G4	DOCK4	807
SNRPG	LSM5	998
DCP2	LSM5	703
SF3B1	LSM5	993
POLR2K	LSM5	704
SNRPE	LSM5	999
IK	LSM5	980
LSM3	LSM5	999
SF3A3	LSM5	992
XRN1	LSM5	974
MAGOHB	LSM5	949
PRPF4B	LSM5	837
WBP4	LSM5	980
LSM8	LSM5	999
CWC27	LSM5	918
CDC5L	LSM5	853
TCERG1	LSM5	829
SNRPA1	LSM5	993
PRPF3	LSM5	997
SNRNP40	LSM5	937
FANCM	FIGNL1	715
BIRC5	TOP2A	976
ASPM	TOP2A	996
KIF4A	TOP2A	915
BUB1B	TOP2A	980
TOP2B	TOP2A	973
ATAD2	TOP2A	837
XRCC5	TOP2A	831
EXO1	TOP2A	797
MCM4	TOP2A	814
AURKA	TOP2A	963
PDS5A	TOP2A	744
KNL1	TOP2A	711
KIF14	TOP2A	927
PLK4	TOP2A	904
